locus_tag	GRYC_note
C3_01960C_A	Predicted acyl-CoA oxidase; farnesol regulated; stationary phase enriched protein; Spider biofilm induced
C3_01970C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_81960, <i>Pichia stipitis Pignal</i> : psti_CGOB_00163, <i>Candida tropicalis MYA-3404</i> : CTRG_02378 and <i>Candida albicans WO-1</i> : CAWG_02525
C3_01980C_A	Predicted component of the TOM (translocase of outer membrane) complex, involved in protein import into mitochondria
C3_01990W_A	Phenotype:viable (null)
C3_02000W_A	Phenotype:decreased oxidative stress resistance (null), decreased resistance to chemicals (null), decreased UV resistance (null), decreased rate vegetative growth (null), viable (null), abnormal chromosome segregation (null)
C3_02010C_A	Ortholog(s) have role in ascospore wall assembly
C3_02020W_A	Phenotype:viable (null)viable (null)
C3_02030W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02040C_A	Ortholog of S. cerevisiae Loc1, a nuclear protein involved in asymmetric localization of ASH1 mRNA in S. cerevisiae; Hap43-induced gene; Spider biofilm induced
C3_02060W_A	Phenotype:haploinsufficient (null)viable (null)viable (null)
C3_02070C_A	Phenotype:viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)inviable (null)viable (null)
C3_02080W_A	Has domain(s) with predicted zinc ion binding activity, role in ER to Golgi vesicle-mediated transport, intracellular protein transport and COPII vesicle coat localization
C3_02090C_A	Phenotype:viable (null)viable (null)viable (null)
C3_02100W_A	Protein with sterile alpha motif (SAM) and Ras- associated domain (RAD); similar to S. cerevisiae Rad50p, which is involved in signal transduction via interaction with and regulation of MAPKKK  
C3_02110W_A	Phenotype:viable (null)viable (null)viable (null)
C3_02120W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02130W_A	Phenotype:haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null), decreased virulence (repressible)
C3_02140C_A	Ortholog(s) have cytosol, nucleus localization
C3_02150C_A	Phenotype:increased resistance to chemicals (null), decreased resistance to chemicals (null), viable (null)viable (null)viable (null), abnormal chemical compound accumulation (null), absent virulence (repressible), viable (null)viable (repressible)haploinsufficient (null), viable (null)viable (repressible)haploinsufficient (null)haploinsufficient (null), viable (null), normal resistance to chemicals (null), abnormal small molecule transport (null), decreased invasive growth (null), viable (null)viable (repressible)
C3_02160C_A	Ortholog(s) have cytoplasm localization
C3_02170C_A	Phenotype:viable (null)viable (null), viable (null)
C3_02180C_A	Phenotype:viable (null)
C3_02190C_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), viable (null)
C3_02200W_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_405060 and <i>Candida orthopsilosis Co 90-125</i> : CORT_0C04470
C3_02210C_A	Non-catalytic subunit of N-terminal acetyltransferase of the NatC type; flow model biofilm repressed
C3_02220W_A	Phenotype:normal biofilm formation (null), increased metal resistance (null), normal competitive fitness (null), viable (null)viable (null)viable (activation), increased chemical compound accumulation (null), decreased oxidative stress resistance (null), increased resistance to chemicals (null), decreased resistance to chemicals (null), viable (null)viable (null), decreased apoptosis (overexpression), decreased resistance to killing by host cells (null), decreased virulence (null), increased protein activity (null), increased resistance to chemicals (activation), decreased metal resistance (null), decreased resistance to phagocytosis (null), increased RNA accumulation (null), viable (null), increased apoptosis (null), normal resistance to chemicals (null), decreased RNA accumulation (null), normal colony appearance (null), normal rate vegetative growth (null), abnormal apoptosis (null), normal virulence (null)
C3_02230C_A	Phenotype:viable (null)viable (null)viable (null)
C3_02240C_A	Phenotype:decreased filamentous growth (null), decreased competitive fitness (null), increased pheromone sensitivity (null), absent hyphal growth (dominant negative), increased filamentous growth (activation), viable (null)viable (null), absent germ tube formation (null), viable (null)viable (null)viable (null), increased cold sensitivity (null), abnormal hyphal growth (null), delayed hyphal growth (activation), viable (null), decreased hyphal growth (null), normal hyphal growth (null), abnormal colony appearance (null), viable (activation), normal rate vegetative growth (null), decreased invasive growth (null), decreased chemical compound accumulation (null), decreased virulence (activation), normal virulence (null), absent invasive growth (dominant negative)
C3_02250C_A	Protein of unknown function; induced by alpha pheromone in SpiderM medium
C3_02260C_A	Phenotype:viable (null)viable (null)viable (null)
C3_02270W_A	Ortholog(s) have cytosol localization
C3_02280C_A	Phenotype:abnormal germ tube formation (reduction of function), decreased germ tube formation (null), inviable (null)inviable (null)viable (null), inviable (null)inviable (null), absent virulence (repressible), abnormal chitin deposition (reduction of function), viable (reduction of function), viable (null), inviable (null)
C3_02290W_A	Phenotype:haploinsufficient (null), decreased filamentous growth (null)
C3_02300W_A	Phenotype:decreased filamentous growth (null), viable (null)viable (null)
C3_02310W_A	Phenotype:normal filamentous growth (null), inviable (null)viable (null)haploinsufficient (null)viable (null), viable (null)viable (null), viable (null)
C3_02320W_A	Phenotype:decreased virulence (null), viable (null), decreased starvation resistance (null)
C3_02330C_A	Protein of unknown function; Spider biofilm induced
C3_02340W_A	Putative protein of unknown function, transcription is activated in the presence of elevated CO2
C3_02350W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
C3_02360C_A	Phenotype:inviable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)
C3_02370C_A	Phenotype:decreased virulence (repressible), viable (null)
C3_02390W_A	Protein of unknown function; Plc1-regulated
C3_02400C_A	Putative cytochrome c oxidase; flucytosine induced; repressed by nitric oxide
C3_02410C_A	Phenotype:decreased invasive growth (null)
C3_02420C_A	Phenotype:viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)viable (null)viable (null)haploinsufficient (null), viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)
C3_02430W_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_02440C_A	Phenotype:viable (null)viable (null)viable (null)
C3_02450W_A	Ortholog of S. cerevisiae Hrt1; component of a nuclear ubiquitin-protein ligase complex involved in cell cycle control; induced by hydroxyurea; Spider biofilm induced
C3_02460C_A	Phenotype:viable (null)viable (null)viable (null)
C3_02470C_A	Ribosomal protein L9; repressed upon phagocytosis by murine macrophages; repressed by nitric oxide; protein levels decrease in stationary phase; Hap43-induced; Spider biofilm repressed
C3_02480C_A	Cytochrome-c peroxidase N terminus; Rim101, alkaline pH repressed; induced in low iron or by macrophage interaction; oxygen-induced activity; regulated by Sef1, Sfu1, and Hap43; Spider biofilm induced; rat catheter biofilm repressed
C3_02490C_A	Phenotype:viable (null)
C3_02500W_A	Phenotype:viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)
C3_02510C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02530W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
C3_02540C_A	Ortholog(s) have role in cellular response to oxidative stress and cytosol, mitochondrion, nucleus localization
C3_02550C_A	Protein of unknown function; ortholog of S. cerevisiae Dcg1; transcript regulated by Nrg1 and Mig1
C3_02560W_A	Putative DNA damage checkpoint protein; transcript induced during filamentous growth; regulated by Nrg1, Tup1
C3_02570W_A	Predicted metalloendopeptidase; Spider biofilm induced
C3_02580C_A	Ortholog(s) have role in endosome organization, regulation of protein localization and BLOC-1 complex, endosome localization
C3_02590W_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null), viable (null)
C3_02600C_A	Phenotype:viable (null), decreased invasive growth (null)
C3_02610C_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null), decreased rate vegetative growth (null), viable (null)
C3_02620C_A	Phenotype:viable (null)
C3_02630C_A	Protein of unknown function; Hog1p-repressed; Spider biofilm induced
C3_02640C_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), haploinsufficient (null)viable (null)
C3_02650W_A	Transcription is negatively regulated by Sfu1p; repressed by nitric oxide
C3_02660W_A	Protein of unknown function; Spider biofilm induced
C3_02670W_A	Protein with a predicted role in 60S ribosomal subunit assembly; flow model biofilm induced
C3_02680C_A	Phenotype:normal competitive fitness (null), absent chemical compound accumulation (null), decreased resistance to chemicals (null), viable (null)viable (null), viable (null)viable (null)viable (null), decreased virulence (null), increased cold sensitivity (null), viable (null), decreased hyphal growth (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02690C_A	Phenotype:viable (null)viable (null)
C3_02700W_A	Phenotype:viable (null)inviable (null)viable (null), viable (null)inviable (null)
C3_02710W_A	Protein of unknown function; gene has intron; Spider biofilm induced
C3_02720W_A	Has domain(s) with predicted protein kinase binding activity and role in regulation of cyclin-dependent protein serine/threonine kinase activity
C3_02750W_A	Protein with a ribonuclease III domain; flow model biofilm induced; Spider biofilm induced
C3_02760C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null)viable (null)viable (null), abnormal hyphal growth (null), viable (null), normal colony appearance (null), abnormal colony appearance (null), normal rate vegetative growth (null)
C3_02770C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02780W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
C3_02790W_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_102150, <i>C. dubliniensis CD36</i> : Cd36_82780, <i>Pichia stipitis Pignal</i> : psti_CGOB_00155 and <i>Candida orthopsilosis Co 90-125</i> : CORT_0B03450
C3_02800W_A	Phenotype:viable (null)viable (null)
C3_02810C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
C3_02820C_A	Ortholog(s) have unfolded protein binding activity, role in sterol biosynthetic process and endoplasmic reticulum localization
C3_02830W_A	Phenotype:viable (null)viable (null)viable (null)
C3_02840W_A	Phenotype:viable (null)
C3_02850C_A	Plasma membrane-associated protein; upregulated in an azole-resistant strain that overexpresses MDR1; Hap43- repressed; Spider biofilm induced
C3_02860W_A	Phenotype:haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)
C3_02870C_A	Phenotype:normal competitive fitness (null), increased resistance to chemicals (null), viable (null)viable (null), viable (null), decreased adhesion (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_02880W_A	Protein with a predicted D-Tyr-tRNA(Tyr) deacylase domain; Hap43-repressed gene
C3_02890C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_82875 and <i>Candida albicans WO-1</i> : CAWG_02609
C3_02900W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_82880, <i>C. parapsilosis CDC317</i> : CPAR2_102370, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_118463 and <i>Pichia stipitis Pignal</i> : PICST_32241
C3_02910W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_82890, <i>Debaryomyces hansenii CBS767</i> : DEHA2G01034g, <i>Pichia stipitis Pignal</i> : PICST_32242 and <i>Candida guilliermondii ATCC 6260</i> : PGUG_04638
C3_02920W_A	Ortholog of S. cerevisiae Igo2; role in mRNA stabilization of mRNA; Spider biofilm induced
C3_02930W_A	Phenotype:viable (null)viable (null)haploinsufficient (null)
C3_02940C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null)viable (null)viable (null), decreased rate vegetative growth (null)
C3_02950C_A	Phenotype:viable (null)
C3_02960C_A	Phenotype:decreased germ tube formation (null), increased competitive fitness (null), increased resistance to chemicals (null), decreased resistance to chemicals (null), viable (null)viable (null), decreased rate vegetative growth (null), decreased adhesion (null), viable (null), absent virulence (null), decreased hyphal growth (null), increased cell size (null), normal hyphal growth (null), abnormal colony appearance (null), decreased chemical compound accumulation (null), abnormal cell wall morphology (null), abnormal induction of host response (null)
C3_02970C_A	Ortholog(s) have role in cellular response to DNA damage stimulus, protein sumoylation, response to UV-B, response to UV-C and nuclear envelope localization
C3_02980C_A	Phenotype:decreased invasive growth (null)
C3_02990C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_82970, <i>Lodderomyces elongisporus NRLL YB-4239</i> : LELG_02117, <i>Debaryomyces hansenii CBS767</i> : DEHA2G01012g and <i>Candida lusitaniae ATCC 42720</i> : CLUG_03529
C3_03000W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_82980, <i>C. parapsilosis CDC317</i> : CPAR2_102360, <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00165 and <i>Debaryomyces hansenii CBS767</i> : DEHA2G00990g
C3_03010C_A	Ortholog(s) have D-leucyl-tRNA(Leu) deacylase activity, D-tyrosyl-tRNA(Tyr) deacylase activity, role in D-leucine catabolic process, D-tyrosine catabolic process, tRNA metabolic process and cytosol, nucleus localization
C3_03020W_A	Protein of unknown function; flow model biofilm induced
C3_03030C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null), abnormal colony appearance (null), normal rate vegetative growth (null)
C3_03040W_A	Phenotype:viable (null)viable (null)
C3_03050C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_03060W_A	Phenotype:viable (null)viable (null)
C3_03070W_A	Phenotype:viable (null), normal virulence (repressible)
C3_03080W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_03090W_A	Putative type II myosin heavy chain; transcription is induced upon filamentous growth and in response to alpha pheromone in SpiderM medium
C3_03100C_A	Ortholog(s) have transcription coactivator activity, role in histone acetylation, transcription from RNA polymerase II promoter and Ada2/Gcn5/Ada3 transcription activator complex, SAGA complex, SLIK (SAGA- like) complex localization
C3_03110W_A	Phenotype:viable (null)viable (null)
C3_03120C_A	Phenotype:viable (null)haploinsufficient (null), viable (null), viable (null)haploinsufficient (null)haploinsufficient (null)
C3_03130C_A	Phenotype:viable (null)viable (null)viable (null)inviable (null)
C3_03140C_A	Phenotype:viable (null)viable (null)viable (null)
C3_03150W_A	Phenotype:viable (null)viable (null)
C3_03160C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_83120, <i>C. parapsilosis CDC317</i> : CPAR2_103220, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_112860 and <i>Debaryomyces hansenii CBS767</i> : DEHA2G08360g
C3_03170W_A	Phenotype:viable (null)
C3_03180C_A	Purine nucleoside phosphorylase; metabolizes inosine and guanosine nucleosides; in the nicotinamide riboside salvage pathway; Spider biofilm repressed
C3_03190C_A	Phenotype:viable (null)viable (null)viable (null)
C3_03200C_A	Ortholog of <i>S. cerevisiae</i> : YDR286C, <i>C. glabrata CBS138</i> : CAGL0H01111g, <i>C. dubliniensis CD36</i> : Cd36_83160, <i>C. parapsilosis CDC317</i> : CPAR2_101820 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113333
C3_03210W_A	Phenotype:decreased invasive growth (null), inviable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)
C3_03230C_A	Phenotype:viable (null)
C3_03240C_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_02670
C3_03250W_A	Putative haloacid dehalogenase; localized to plasma membrane
C3_03260W_A	Phenotype:decreased resistance to chemicals (null), absent virulence (repressible), viable (null)
C3_03270W_A	Protein of unknown function; Spider biofilm repressed
C3_03280C_A	Putative histone H2A; amphotericin B repressed; flucytosine induced; RNA abundance regulated by tyrosol and cell density; Spider biofilm repressed
C3_03290C_A	Phenotype:decreased competitive fitness (null), decreased rate vegetative growth (null), viable (null), abnormal colony appearance (null)
C3_03300C_A	Phenotype:viable (null)viable (null)
C3_03310C_A	Phenotype:viable (null)
C3_03320W_A	Phenotype:viable (null)viable (null), decreased rate vegetative growth (null), viable (null), abnormal cell shape (null)
C3_03330C_A	Phenotype:viable (null)
C3_03340C_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_102640, <i>C. dubliniensis CD36</i> : Cd36_83290, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_98613 and <i>Lodderomyces elongisporus NRLL YB-4239</i> : LELG_02758
C3_03360W_A	Phenotype:normal competitive fitness (null), increased resistance to chemicals (null), viable (null)viable (null), decreased rate vegetative growth (null), viable (null), increased filamentous growth (unspecified), increased resistance to chemicals (unspecified), normal colony appearance (null), decreased invasive growth (null)
C3_03370C_A	Protein of unknown function; flow model biofilm induced; Spider biofilm induced; regulated by Sef1, Sfu1, and Hap43
C3_03380W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)viable (repressible)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_03390C_A	Phenotype:viable (null), decreased invasive growth (null)
C3_03400C_A	Phenotype:absent virulence (repressible), viable (null), decreased invasive growth (null)
C3_03410C_A	Phenotype:viable (null)viable (null)
C3_03420C_A	Phenotype:viable (null), decreased invasive growth (null), viable (null)viable (repressible)
C3_03430C_A	Ortholog(s) have role in protein targeting to membrane, protein targeting to vacuole and ESCRT I complex localization
C3_03440C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
C3_03450C_A	Phenotype:normal chlamydospore formation (null), viable (null), normal resistance to chemicals (null), normal hyphal growth (null), normal ionic stress resistance (null)
C3_03460C_A	Phenotype:decreased invasive growth (null)
C3_03470W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
C3_03480C_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_03490W_A	Protein of unknown function; flow model biofilm induced; Spider biofilm induced; induced during the mating process; Hap43-repressed
C3_03500W_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_03510C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C3_03520C_A	Phenotype:viable (null)viable (null)
C3_03530W_A	Ortholog of <i>S. cerevisiae</i> : YPR153W, <i>C. glabrata CBS138</i> : CAGL0L08382g, <i>C. dubliniensis CD36</i> : Cd36_83540, <i>C. parapsilosis CDC317</i> : CPAR2_404520 and <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115795
C3_03540W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), decreased invasive growth (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
C3_03550C_A	SUMO deconjugation enzyme that cleaves the small ubiquitin-like modifier (SUMO) off proteins
C3_03560W_A	Phenotype:decreased invasive growth (null)
C3_03570C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C3_03580C_A	Putative glutathione S-transferase; opaque-specific transcript; repressed by alpha pheromone in SpiderM medium; Spider biofilm induced
C3_03590W_A	Phenotype:viable (null)viable (null)
C3_03600C_A	Ortholog(s) have glutathione peroxidase activity, glutathione transferase activity, role in glutathione metabolic process and endoplasmic reticulum, mitochondrial outer membrane, plasma membrane localization
C3_03610W_A	Putative uracil permease
C3_03620C_A	Protein of unknown function
C3_03630W_A	Phenotype:viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)inviable (null), viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
C3_03640W_A	Phenotype:viable (null)
C3_03650W_A	Phenotype:inviable (null)viable (null)inviable (repressible)viable (null), inviable (null)viable (null)inviable (repressible), decreased virulence (repressible), inviable (null)viable (null), inviable (null)
C3_03660W_A	Phenotype:increased chemical compound accumulation (null), decreased resistance to chemicals (null), viable (null)viable (null), decreased virulence (null), decreased adhesion (null), viable (null), decreased resistance to enzymatic treatment (null), decreased hyphal growth (null), normal hyphal growth (null), abnormal chitin deposition (null), normal virulence (null)
C3_03670W_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_03680W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
C3_03690W_A	Phenotype:viable (null)haploinsufficient (null)viable (null)viable (null)
C3_03700C_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_02687
C3_03710W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null), viable (null), normal colony appearance (null), abnormal colony appearance (null), decreased invasive growth (null), normal rate vegetative growth (null)
C3_03720W_A	Glutathione S-transferase, localized to ER; induced in exponentially growing cells, under oxidative stress; induced by nitric oxide; Spider biofilm induced
C3_03730C_A	Putative prohibitin; identified in detergent- resistant membrane fraction (possible lipid raft component); predicted N-terminal acetylation; Hap43p- repressed gene
C3_03740W_A	Predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis
C3_03750C_A	Phenotype:decreased resistance to chemicals (null), viable (null)
C3_03760W_A	Putative diacylglycerol acyltransferase; catalyzes the terminal step of triacylglycerol formation; flow model biofilm induced; Spider biofilm induced
C3_03770C_A	Predicted ORF from Assembly 19; removed from Assembly 20; restored based on comparative genome analysis
C3_03780W_A	Protein of unknown function
C3_03790W_A	Phenotype:viable (null)viable (null)viable (null)haploinsufficient (null)
C3_03800W_A	Phenotype:viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
C3_03810W_A	Phenotype:decreased resistance to chemicals (null), decreased rate vegetative growth (null), viable (null)viable (null)haploinsufficient (null)viable (null), viable (null), decreased hyphal growth (null)
C3_03820C_A	Ortholog(s) have role in protein insertion into mitochondrial membrane from inner side and integral to mitochondrial inner membrane localization
C3_03830W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null)
C3_03840C_A	Phenotype:decreased resistance to chemicals (null), absent virulence (repressible), viable (null)
C3_03850C_A	Phenotype:normal germ tube formation (null), viable (null)viable (null), viable (null)viable (null)viable (null), decreased rate vegetative growth (null), viable (overexpression), increased cell size (null), abnormal bud morphology (null)
C3_03860W_A	Ortholog(s) have acid phosphatase activity and cytosol, nucleus localization
C3_03870C_A	Phenotype:normal resistance to phagocytosis (null), normal competitive fitness (null), decreased resistance to chemicals (null), absent cytokinesis (null), increased adhesion (null), viable (null)viable (null), decreased resistance to killing by host cells (null), viable (null)viable (null)viable (null), decreased virulence (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), increased chitin deposition (null)
C3_03880C_A	Phenotype:normal competitive fitness (null), abnormal filamentous growth (unspecified), viable (null), abnormal colony appearance (null), normal rate vegetative growth (null)
C3_03890W_A	Phenotype:decreased filamentous growth (null), abnormal filamentous growth (unspecified), viable (null), viable (null)viable (repressible)
C3_03900C_A	Phenotype:viable (null)viable (null)
C3_03910W_A	Phenotype:viable (null)viable (null)viable (null)
C3_03920W_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_502850, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_135869, <i>Debaryomyces hansenii CBS767</i> : DEHA2F18260g and <i>Pichia stipitis Pignal</i> : psti_CGOB_00119
C3_03930W_A	Phenotype:viable (null)viable (null)viable (null)
C3_03940C_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_02711
C3_03970W_A	Dubious open reading frame
C3_03980C_A	Protein of unknown function; Spider biofilm induced
C3_03990C_A	Phenotype:decreased invasive growth (null), viable (null)haploinsufficient (null)viable (null)viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)inviable (null)viable (null)viable (null)viable (null)viable (null)
C3_04000C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null), decreased resistance to killing by host cells (null), viable (null), decreased hyphal growth (null), normal hyphal growth (null), abnormal germ tube formation (null), normal virulence (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null)
C3_04020C_A	Phenotype:inviable (repressible)viable (null)viable (null)viable (null), viable (null), abnormal colony appearance (null)
C3_04030C_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), viable (null), abnormal colony appearance (null)
C3_04040W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_83980, <i>C. parapsilosis CDC317</i> : CPAR2_102620, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_134550 and <i>Debaryomyces hansenii CBS767</i> : DEHA2D12100g
C3_04060C_A	Phenotype:viable (null)viable (null)
C3_04070C_A	Putative transporter of PDR subfamily of ABC family; Gcn4-regulated; induced by Rim101 at pH 8; Spider biofilm induced
C3_04080W_A	Ortholog of subunit 6 of the ubiquinol cytochrome-c reductase complex, a component of the mitochondrial inner membrane electron transport chain; Hap43-repressed gene
C3_04090W_A	Similar to RNA binding proteins; downregulated upon adherence to polystyrene; stationary-phase enriched protein
C3_04100W_A	Has domain(s) with predicted ATP binding, ATPase activity
C3_04110C_A	Phenotype:normal competitive fitness (null), viable (overexpression)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (overexpression)viable (null)viable (null), viable (overexpression)viable (null)viable (null)viable (null)
C3_04120C_A	Membrane-localized protein of unknown function
C3_04130W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_84070, <i>C. parapsilosis CDC317</i> : CPAR2_102720, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_98617 and <i>Debaryomyces hansenii CBS767</i> : DEHA2D07392g
C3_04140C_A	Nascent polypeptide associated complex protein alpha subunit; soluble protein in hyphae; macrophage/pseudohyphal-induced; protein level decrease in stationary phase cultures; GlcNAc-induced protein; Spider biofilm repressed
C3_04160W_A	Phenotype:viable (null)
C3_04170W_A	Predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis
C3_04180W_A	Phenotype:inviable (repressible)viable (null), normal germ tube formation (null), absent germ tube formation (null), inviable (repressible), decreased virulence (repressible), absent utilization of carbon source (null), decreased chemical compound accumulation (null), viable (null)inviable (null)viable (null)viable (null)inviable (null)viable (null), viable (null)inviable (null)viable (null)viable (null)inviable (null), decreased utilization of carbon source (null), viable (null)inviable (null)viable (null)viable (null)
C3_04190W_A	Protein of unknown function; Spider biofilm induced
C3_04200W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C3_04210W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_84160, <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00085, <i>Debaryomyces hansenii CBS767</i> : DEHA2B08404g and <i>Pichia stipitis Pignal</i> : PICST_67031
C3_04220C_A	Phenotype:viable (null)viable (null)viable (null)
C3_04230W_A	Ortholog(s) have RNA-dependent ATPase activity, role in generation of catalytic spliceosome for first transesterification step and U2-type catalytic step 1 spliceosome localization
C3_04240C_A	Phenotype:viable (null)
C3_04250W_A	Phenotype:viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)viable (null), decreased resistance to chemicals (null), decreased survival rate in stationary phase (null)
C3_04260W_A	Phenotype:viable (null)viable (null)viable (null)
C3_04270C_A	Putative citrate transport protein; flucytosine induced; amphotericin B repressed, caspofungin repressed; Hap43p-induced gene
C3_04290C_A	Phenotype:decreased resistance to chemicals (null), viable (null)viable (null), abnormal hyphal growth (null), decreased adhesion (null), decreased biofilm formation (null), abnormal vegetative growth (null), abnormal biofilm formation (null)
C3_04300C_A	Phenotype:viable (null)viable (null)viable (null)viable (null), decreased invasive growth (null)
