Feature_name_mandatory	Aliases_multiples_separated_by_	Feature_type	Primary_CGDID	Secondary_CGDID_if_any	Date_Created	Sequence_Coordinate_Version_Date_if_any	Blank	Blank1	Date_of_gene_name_reservation_if_any	Has_the_reserved_gene_name_become_the_standard_name_YN	Name_of_S_cerevisiae_orthologs_multiples_separated_by_
C2_09600C_B		ORF	CAL0000193095		2014-06-24	2016-01-21	NA	NA		N	
C2_09610W_A	CAWG_06034|orf19.1393|C2_09610W_B|C2_09610W|orf19.8971|IPF11065.2|IPF18374.2|Contig4-2636_0009|orf6.2245|orf6.5346|CA0991|CaO19.1393|IPF11065	ORF|Uncharacterized	CAL0000178668		2014-06-24	2016-01-21	NA	NA		N	YIA6
C2_09610W_B		ORF	CAL0000191149		2014-06-24	2016-01-21	NA	NA		N	
C2_09620W_A	CAWG_06035|orf19.1392|C2_09620W_B|C2_09620W|orf19.8970|IPF25932.1|IPF11068.1|Contig4-2636_0008|orf6.2244|CA0990|CaO19.8970|EPS1|CaO19.1392|IPF11068	ORF|Uncharacterized	CAL0000180758		2014-06-24	2016-01-21	NA	NA		N	EPS1
C2_09620W_B		ORF	CAL0000192744		2014-06-24	2016-01-21	NA	NA		N	
C2_09630C_A	CAWG_06036|orf19.1391|C2_09630C_B|C2_09630C|orf19.8969|IPF25966.1|IPF11069.2|Contig4-2636_0007|orf6.2243|CA0989|CaO19.8969|CaO19.1391|IPF11069	ORF|Uncharacterized	CAL0000191484		2014-06-24	2016-01-21	NA	NA		N	
C2_09630C_B		ORF	CAL0000192131		2014-06-24	2016-01-21	NA	NA		N	
C2_09640W_A	CAWG_06037|orf19.1390|C2_09640W_B|C2_09640W|orf19.8968|PMI40|IPF19894.1|IPF11071.3|Contig4-2636_0003|Contig4-2636_0004|MPI|orf6.2074|orf6.2242|CA0988|CaO19.1390	ORF|Verified	CAL0000189115	CAL0006644|CAF0006871	2014-06-24	2016-01-21	NA	NA		N	PMI40
C2_09640W_B		ORF	CAL0000175142		2014-06-24	2016-01-21	NA	NA		N	
C2_09650W_A	CAWG_06038|orf19.1389|C2_09650W_B|C2_09650W|orf19.8967|IPF18804.2|IPF12381.2|Contig4-2576_0010|orf6.2075|orf6.2241|CA0885|CaO19.1389|SGN11|IPF12381	ORF|Uncharacterized	CAL0000183410		2014-06-24	2016-01-21	NA	NA		N	SGN1
C2_09650W_B		ORF	CAL0000191930		2014-06-24	2016-01-21	NA	NA		N	
C2_09660W_A	CAWG_06039|orf19.1388|C2_09660W_B|C2_09660W|orf19.8966|IPF25964.1|IPF12382.2|Contig4-2576_0005|orf6.2076|CA0886|CaO19.8966|CaO19.1388|IPF12382	ORF|Uncharacterized	CAL0000180616		2014-06-24	2016-01-21	NA	NA		N	NOP16
C2_09660W_B		ORF	CAL0000190737		2014-06-24	2016-01-21	NA	NA		N	
C2_09670C_A	CAWG_06040|orf19.1387|C2_09670C_B|C2_09670C|orf19.8965|IPF25954.1|IPF12383.2|Contig4-2576_0004|orf6.2077|CA0887|CaO19.1387|CaO19.8965|IPF12383	ORF|Uncharacterized	CAL0000176016		2014-06-24	2016-01-21	NA	NA		N	CFD1
C2_09670C_B		ORF	CAL0000199153		2014-06-24	2016-01-21	NA	NA		N	
C2_09680W_A	CAWG_06041|orf19.1386|C2_09680W_B|C2_09680W|orf19.8964|IPF25970.1|IPF12385.1|Contig4-2576_0003|orf6.2078|CA0888|CaO19.1386|BET1	ORF|Uncharacterized	CAL0000191075		2014-06-24	2016-01-21	NA	NA		N	BET1
C2_09680W_B		ORF	CAL0000185660		2014-06-24	2016-01-21	NA	NA		N	
C2_09690C_A	CAWG_06042|orf19.1383|C2_09690C_B|C2_09690C|orf19.8963|IPF12388.1|IPF14542.1|IPF12387.1|Contig4-1457_0003|Contig4-1457_0005|Contig4-2576_0002|orf6.2081|orf6.2080|orf6.4169|CA6254|CA2316|orf19.1384|CaO19.1383|IPF14542.5f	ORF|Uncharacterized	CAL0000195295		2014-06-24	2016-01-21	NA	NA		N	
C2_09690C_B		ORF	CAL0000183193		2014-06-24	2016-01-21	NA	NA		N	
C2_09700W_A	CAWG_06043|orf19.1382|C2_09700W_B|C2_09700W|orf19.8962|IPF14544.2|IPF12389.2|Contig4-2576_0001|orf6.2082|orf6.4168|CA2315|CaO19.1382	ORF|Uncharacterized	CAL0000194268		2014-06-24	2016-01-21	NA	NA		N	YEA4
C2_09700W_B		ORF	CAL0000189254		2014-06-24	2016-01-21	NA	NA		N	
C2_09710C_A	CAWG_06044|orf19.1381|C2_09710C_B|C2_09710C|orf19.8961|IPF25947.1|IPF14545.2|orf6.4167|CA2314|LSB5|CaO19.1381|CaO19.8961|IPF14545	ORF|Uncharacterized	CAL0000190541		2014-06-24	2016-01-21	NA	NA		N	LSB5
C2_09710C_B		ORF	CAL0000174379		2014-06-24	2016-01-21	NA	NA		N	
C2_09720W_A	CAWG_06045|orf19.1378|C2_09720W_B|C2_09720W|orf19.8958|IPF25930.1|IPF19754.1|Contig4-2434_0007|orf6.4164|CA2313|CaO19.8958|CaO19.1378|ERF3	ORF|Verified	CAL0000176993		2014-06-24	2016-01-21	NA	NA		N	SUP35
C2_09720W_B		ORF	CAL0000189604		2014-06-24	2016-01-21	NA	NA		N	
C2_09730C_A	CAWG_06046|orf19.1377|C2_09730C_B|C2_09730C|orf19.8957|IPF25956.1|IPF16498.2|Contig4-2434_0006|orf6.4163|CA2312|CaO19.8957|ARG82|CaO19.1377|IPF16498	ORF|Uncharacterized	CAL0000178674		2014-06-24	2016-01-21	NA	NA		N	ARG82
C2_09730C_B		ORF	CAL0000198302		2014-06-24	2016-01-21	NA	NA		N	
C2_09740W_A	CAWG_06047|orf19.1376|C2_09740W_B|C2_09740W|orf19.8956|IPF25959.1|IPF16993.2|Contig4-2434_0002|Contig4-2434_0003|orf6.4162|CA2311|CaO19.8956|CaO19.1376	ORF|Verified	CAL0000181188		2014-06-24	2016-01-21	NA	NA		N	SSO2
C2_09740W_B		ORF	CAL0000199026		2014-06-24	2016-01-21	NA	NA		N	
C2_09750W_A	CAWG_06048|orf19.1375|C2_09750W_B|C2_09750W|orf19.8955|IPF25939.1|IPF9877.2|Contig4-2586_0001|orf6.4161|LEU6|CA2310|CaO19.1375|CaO19.8955	ORF|Uncharacterized	CAL0000201867		2014-06-24	2016-01-21	NA	NA		N	
C2_09750W_B		ORF	CAL0000196126		2014-06-24	2016-01-21	NA	NA		N	
C2_09760W_A	CAWG_06049|orf19.1374|C2_09760W_B|C2_09760W|orf19.8954|IPF25965.1|IPF9875.2|Contig4-2586_0002|orf6.4160|CA2309|CaO19.8954|CaO19.1374|IPF9875	ORF|Uncharacterized	CAL0000196260		2014-06-24	2016-01-21	NA	NA		N	
C2_09760W_B		ORF	CAL0000177284		2014-06-24	2016-01-21	NA	NA		N	
C2_09770C_A	CAWG_06050|orf19.1373|C2_09770C_B|C2_09770C|orf19.8953|IPF9874.2|IPF9872.3|Contig4-2586_0004|Contig4-2586_0005|orf6.1145|orf6.4159|CA2308|CaO19.1373|IPF9874.3	ORF|Verified	CAL0000198222		2014-06-24	2016-01-21	NA	NA		N	INP51
C2_09770C_B		ORF	CAL0000179555		2014-06-24	2016-01-21	NA	NA		N	
C2_09780C_A	CAWG_06051|orf19.1372|C2_09780C_B|C2_09780C|orf19.8952|orf6.1146|IPF9870.2|Contig4-2586_0007|orf6.4158|orf6.530|CA6249|CaO19.1372|IPF9870	ORF|Uncharacterized	CAL0000174666		2014-06-24	2016-01-21	NA	NA		N	
C2_09780C_B		ORF	CAL0000191053		2014-06-24	2016-01-21	NA	NA		N	
C2_09790W_A	CAWG_06052|orf19.1371|C2_09790W_B|C2_09790W|orf19.8951|IPF25945.1|IPF9869.2|orf6.1147|orf6.4157|CA0336|CaO19.1371|IPF9869	ORF|Uncharacterized	CAL0000174588		2014-06-24	2016-01-21	NA	NA		N	
C2_09790W_B		ORF	CAL0000196594		2014-06-24	2016-01-21	NA	NA		N	
C2_09800C_A	CAWG_06053|orf19.1370|C2_09800C_B|C2_09800C|orf19.8950|IPF18486.2|IPF9867.2|Contig4-1943_0002|orf6.1148|orf6.4156|CA0337|CaO19.1370|IPF9867	ORF|Uncharacterized	CAL0000187480		2014-06-24	2016-01-21	NA	NA		N	
C2_09800C_B		ORF	CAL0000188484		2014-06-24	2016-01-21	NA	NA		N	
C2_09810C_A	CAWG_06054|orf19.1369|C2_09810C_B|C2_09810C|orf19.8949|IPF8976.2|IPF19035.2|Contig4-2176_0002|orf6.1149|orf6.5301|CA3137|PYD3|CaO19.1369|IPF8976	ORF|Uncharacterized	CAL0000199831		2014-06-24	2016-01-21	NA	NA		N	
C2_09810C_B		ORF	CAL0000182537		2014-06-24	2016-01-21	NA	NA		N	
C2_09820W_A	CAWG_06055|orf19.1368|C2_09820W_B|C2_09820W|orf19.8948|IPF25936.1|IPF8985.3|Contig4-2532_0008|orf6.291|orf6.5300|CA0045|CaO19.1368|IPF8985|IPF8985.5eoc|IPF8985.2	ORF|Uncharacterized	CAL0000190631		2014-06-24	2016-01-21	NA	NA		N	
C2_09820W_B		ORF	CAL0000174784		2014-06-24	2016-01-21	NA	NA		N	
C2_09830C_A	orf19.1367.1|C2_09830C_B|C2_09830C	ORF|Uncharacterized	CAL0000200718		2014-06-24	2016-01-21	NA	NA		N	
C2_09830C_B		ORF	CAL0000184957		2014-06-24	2016-01-21	NA	NA		N	
C2_09840W_A	CAWG_06056|orf19.1367|C2_09840W_B|C2_09840W|orf19.8947|IPF25955.1|IPF8989.1|Contig4-2532_0004|orf6.5299|CA3136|CaO19.1367|CaO19.8947|IPF8989	ORF|Verified	CAL0000180490		2014-06-24	2016-01-21	NA	NA		N	MTW1
C2_09840W_B		ORF	CAL0000182391		2014-06-24	2016-01-21	NA	NA		N	
C2_09850C_A	CAWG_06057|orf19.1366|C2_09850C_B|C2_09850C|orf19.8946|IPF25949.1|IPF8990.1|Contig4-2532_0003|orf6.5298|CA3135|CaO19.1366|CaO19.8946|IPF8990	ORF|Uncharacterized	CAL0000180468		2014-06-24	2016-01-21	NA	NA		N	
C2_09850C_B		ORF	CAL0000178974		2014-06-24	2016-01-21	NA	NA		N	
C2_09860C_A	CAWG_06058|orf19.1365|C2_09860C_B|C2_09860C|orf19.8945|IPF25944.1|IPF19972.1|Contig4-1729_0002|Contig4-2532_0001|orf6.5297|CA3134|CaO19.1365|SOX1|CaO19.8945|IFZ2|IPF11499.repeat2	ORF|Verified	CAL0000199953		2014-06-24	2016-01-21	NA	NA		N	
C2_09860C_B		ORF	CAL0000176500		2014-06-24	2016-01-21	NA	NA		N	
C2_09870W_A	CAWG_06059|orf19.1364|C2_09870W_B|C2_09870W|orf19.8944|IPF25957.1|IPF16939.2|Contig4-1729_0001|orf6.5296|CA3133|YBR147w|CaO19.1364|CaO19.8944|IPF16939	ORF|Uncharacterized	CAL0000184190		2014-06-24	2016-01-21	NA	NA		N	
C2_09870W_B		ORF	CAL0000196624		2014-06-24	2016-01-21	NA	NA		N	
C2_09880C_A	CAWG_06060|orf19.1363|C2_09880C_B|C2_09880C|orf19.8943|IPF25951.1|IPF8904.2|Contig4-2717_0017|orf6.5295|CA3132|CaO19.8943|CaO19.1363|IPF8904	ORF|Uncharacterized	CAL0000180057		2014-06-24	2016-01-21	NA	NA		N	YOR338W
C2_09880C_B		ORF	CAL0000188248		2014-06-24	2016-01-21	NA	NA		N	
C2_09890W_A	CAWG_06061|orf19.1362|C2_09890W_B|C2_09890W|orf19.8942|IPF25948.1|IPF8910.2|Contig4-2717_0007|orf6.5294|CA3131|CaO19.8942|CaO19.1362|IPF8910	ORF|Uncharacterized	CAL0000181192		2014-06-24	2016-01-21	NA	NA		N	SMM1
C2_09890W_B		ORF	CAL0000193611		2014-06-24	2016-01-21	NA	NA		N	
C2_09900C_A	CAWG_06062|orf19.1361|C2_09900C_B|C2_09900C|orf19.8941|IPF25963.1|IPF8911.2|Contig4-2717_0005|orf6.5293|CA3130|CaO19.8941|CaO19.1361	ORF|Verified	CAL0000185762		2014-06-24	2016-01-21	NA	NA		N	TIM23
C2_09900C_B		ORF	CAL0000201950		2014-06-24	2016-01-21	NA	NA		N	
C2_09910C_A	CAWG_06063|orf19.1360.1|C2_09910C_B|C2_09910C|IPF25933.1|IPF8912.1|Contig4-2717_0004|CA3129|OST4	ORF|Uncharacterized	CAL0000177487		2014-06-24	2016-01-21	NA	NA		N	
C2_09910C_B		ORF	CAL0000197671		2014-06-24	2016-01-21	NA	NA		N	
C2_09920W_A	CAWG_06064|orf19.1360|C2_09920W_B|C2_09920W|orf19.8940|IPF25969.1|IPF8914.1|Contig4-2717_0003|orf6.5292|CA3128|CaO19.8940|CaO19.1360|IPF8914	ORF|Uncharacterized	CAL0000184716		2014-06-24	2016-01-21	NA	NA		N	RRG9
C2_09920W_B		ORF	CAL0000174896		2014-06-24	2016-01-21	NA	NA		N	
C2_09930W_A	CAWG_06065|orf19.1359|C2_09930W_B|C2_09930W|orf19.8939|IPF25938.1|IPF8915.1|Contig4-2717_0001|orf6.5291|CA3127|CaO19.1359|CaO19.8939|IPF8915	ORF|Uncharacterized	CAL0000174689		2014-06-24	2016-01-21	NA	NA		N	UBX4
C2_09930W_B		ORF	CAL0000193231		2014-06-24	2016-01-21	NA	NA		N	
C2_09940W_A	CAWG_06066|orf19.1358|C2_09940W_B|C2_09940W|orf19.8938|IPF25958.1|IPF8919.2|Contig4-1860_0002|orf6.5290|CA3126|CaO19.1358|CaO19.8938	ORF|Verified	CAL0000200506	CAL0006532	2014-06-24	2016-01-21	NA	NA		N	GCN4
C2_09940W_B		ORF	CAL0000187699		2014-06-24	2016-01-21	NA	NA		N	
C2_09950W_A	orf19.1357|C2_09950W_B|C2_09950W|orf19.8937|FCY22|IPF17673.3|IPF8921.2|IPF17777.2|IPF17779.2|Contig4-1860_0007|Contig4-1860_0009|orf6.1000|orf6.332|CA6188|FCY2|FCY21.3f	ORF|Verified	CAL0000195436		2014-06-24	2016-01-21	NA	NA		N	FCY2
C2_09950W_B		ORF	CAL0000182810		2014-06-24	2016-01-21	NA	NA		N	
C2_09960W_A	CAWG_06068|orf19.1356|C2_09960W_B|C2_09960W|orf19.8936|IPF17674.1|IPF17112.2|Contig4-1977_0002|Contig4-1977_0003|orf6.1001|orf6.331|CA0258|CaO19.1356|MST2|IPF17112	ORF|Uncharacterized	CAL0000200828		2014-06-24	2016-01-21	NA	NA		N	TUM1
C2_09960W_B		ORF	CAL0000185718		2014-06-24	2016-01-21	NA	NA		N	
C2_09970C_A	CAWG_06069|orf19.1355|C2_09970C_B|C2_09970C|orf19.8935|IPF25953.1|IPF17111.1|Contig4-1977_0005|orf6.1002|CA0259|CaO19.8935|SOL2|CaO19.1355|SOL1	ORF|Uncharacterized	CAL0000180100		2014-06-24	2016-01-21	NA	NA		N	SOL1
C2_09970C_B		ORF	CAL0000199141		2014-06-24	2016-01-21	NA	NA		N	
C2_09980W_A	CAWG_06070|orf19.1785|C2_09980W_B|C2_09980W|orf19.9351|IPF13018.3|IPF13017.2|Contig4-2624_0006|orf6.214|orf6.2532|CA1168|CaO19.9351|CaO19.1785|IPF13017	ORF|Uncharacterized	CAL0000188220		2014-06-24	2016-01-21	NA	NA		N	
C2_09980W_B		ORF	CAL0000179495		2014-06-24	2016-01-21	NA	NA		N	
C2_09990C_A	CAWG_06071|orf19.1783|C2_09990C_B|C2_09990C|orf19.9349|orf19.9350|IPF16207.2|IPF25550.1|IPF13015.2|IPF13016.2|Contig4-2624_0003|Contig4-2624_0004|orf6.2530|orf6.2531|orf6.531|CA6193|CA6194|orf19.1784|YOR1.5f	ORF|Uncharacterized	CAL0000195863		2014-06-24	2016-01-21	NA	NA		N	YOR1
C2_09990C_B		ORF	CAL0000174031		2014-06-24	2016-01-21	NA	NA		N	
C2_10000C_A	orf19.1782.1|C2_10000C_B|C2_10000C	ORF|Uncharacterized	CAL0000197960		2014-06-24	2016-01-21	NA	NA		N	
C2_10000C_B		ORF	CAL0000176195		2014-06-24	2016-01-21	NA	NA		N	
C2_10010C_A	CAWG_06072|orf19.1782|C2_10010C_B|C2_10010C|orf19.9348|IPF16210.3|IPF16646.2|Contig4-1793_0006|Contig4-2624_0009|orf6.2529|CA1167|CaO19.1782|IPF16646	ORF|Verified	CAL0000187589		2014-06-24	2016-01-21	NA	NA		N	IRC22
C2_10010C_B		ORF	CAL0000179095		2014-06-24	2016-01-21	NA	NA		N	
C2_10020C_A	CAWG_06073|orf19.1780|C2_10020C_B|C2_10020C|orf19.9346|IPF25562.1|IPF16648.1|Contig4-1793_0004|orf6.2527|CA1166|CaO19.1780|CaO19.9346|IFO1	ORF|Uncharacterized	CAL0000199331		2014-06-24	2016-01-21	NA	NA		N	
C2_10020C_B		ORF	CAL0000187508		2014-06-24	2016-01-21	NA	NA		N	
C2_10030C_A	CAWG_06074|orf19.1779|C2_10030C_B|C2_10030C|orf19.9345|SCW1|SCW10|IPF15898.1|IPF9023.3|Contig4-1875_0004|orf6.2667|CA0156|CA6263|SCW1.5f|CMP65|CaO19.1779|SCW1.3f|orf6.708	ORF|Verified	CAL0000177294		2014-06-24	2016-01-21	NA	NA		N	SCW10
C2_10030C_B		ORF	CAL0000189194		2014-06-24	2016-01-21	NA	NA		N	
C2_10040W_A	orf19.1778|C2_10040W_B|C2_10040W|IPF15902.2|orf6.2666|CaO19.1778	ORF|Dubious	CAL0000181094		2014-06-24	2016-01-21	NA	NA		N	
C2_10040W_B		ORF	CAL0000196726		2014-06-24	2016-01-21	NA	NA		N	
C2_10050W_A	CAWG_06076|orf19.1777|C2_10050W_B|C2_10050W|orf19.9344|IPF25575.1|IPF9029.2|Contig4-2728_0007|orf6.2665|CA1256|CaO19.1777|UBP15|CaO19.9344	ORF|Uncharacterized	CAL0000182786		2014-06-24	2016-01-21	NA	NA		N	UBP15
C2_10050W_B		ORF	CAL0000200417		2014-06-24	2016-01-21	NA	NA		N	
C2_10060C_A	CAWG_06077|orf19.1776|C2_10060C_B|C2_10060C|orf19.9343|IPF25566.1|IPF9030.2|Contig4-2728_0006|orf6.2664|CA1255|CaO19.1776|CaO19.9343|IPF9030	ORF|Uncharacterized	CAL0000187822		2014-06-24	2016-01-21	NA	NA		N	CAB4
C2_10060C_B		ORF	CAL0000176279		2014-06-24	2016-01-21	NA	NA		N	
C2_10070W_A	CAWG_06078|orf19.1774|C2_10070W_B|C2_10070W|IPF9033.1|IPF9034.1|Contig4-2728_0003|orf6.2662|orf6.2663|CA1253|CA1254|orf19.1775|CA0636|CA0639|FDH3.3f|FDH4.3f|IPF18026.2	ORF|Uncharacterized	CAL0000195177		2014-06-24	2016-01-21	NA	NA		N	
C2_10070W_B		ORF	CAL0000182593		2014-06-24	2016-01-21	NA	NA		N	
C2_10080W_A	CAWG_06079|orf19.1773|C2_10080W_B|C2_10080W|orf19.9342|IPF9036.2|IPF19909.2|Contig4-2933_0003|orf6.1679|orf6.2661|CA0635|CaO19.1773|IPF9036	ORF|Verified	CAL0000192416		2014-06-24	2016-01-21	NA	NA		N	RAP1
C2_10080W_B		ORF	CAL0000191337		2014-06-24	2016-01-21	NA	NA		N	
C2_10090C_A	CAWG_06080|orf19.1772|C2_10090C_B|C2_10090C|orf19.9341|IPF25546.1|IPF16267.2|Contig4-1808_0003|orf6.1678|CA0634|CaO19.1772|CaO19.9341|IPF16267	ORF|Uncharacterized	CAL0000195111		2014-06-24	2016-01-21	NA	NA		N	MRX1
C2_10090C_B		ORF	CAL0000179662		2014-06-24	2016-01-21	NA	NA		N	
C2_10100W_A	CAWG_06081|orf19.1771|C2_10100W_B|C2_10100W|orf19.9340|IPF16269.2|IPF29311.1|Contig4-1714_0001|Contig4-1714_0002|orf6.1677|CA0633|CaO19.1771|IPF16269	ORF|Uncharacterized	CAL0000192468		2014-06-24	2016-01-21	NA	NA		N	CWC22
C2_10100W_B		ORF	CAL0000183847		2014-06-24	2016-01-21	NA	NA		N	
C2_10110W_A	CAWG_06082|orf19.1770|C2_10110W_B|C2_10110W|orf19.9339|orf6.244|IPF25577.1|IPF17424.2|Contig4-1661_0006|CA0038|CaO19.1770|CaO19.9339	ORF|Verified	CAL0000196284		2014-06-24	2016-01-21	NA	NA		N	CYC1
C2_10110W_B		ORF	CAL0000174693		2014-06-24	2016-01-21	NA	NA		N	
C2_10120W_A	CAWG_06083|orf19.1769|C2_10120W_B|C2_10120W|orf19.9338|IPF17476.2|IPF17425.2|Contig4-1661_0003|orf6.245|orf6.2868|CA1389|PLP2|CaO19.1769	ORF|Uncharacterized	CAL0000200486		2014-06-24	2016-01-21	NA	NA		N	PLP2
C2_10120W_B		ORF	CAL0000190045		2014-06-24	2016-01-21	NA	NA		N	
C2_10130W_A	CAWG_06084|orf19.1768|C2_10130W_B|C2_10130W|orf19.9337|IPF25564.1|IPF25556.1|IPF6151.2|IPF17474.2|Contig4-1661_0001|Contig4-2062_0011|orf6.2869|CA1390|IPF17474.5f|IPF17474	ORF|Uncharacterized	CAL0000176478		2014-06-24	2016-01-21	NA	NA		N	
C2_10130W_B		ORF	CAL0000192639		2014-06-24	2016-01-21	NA	NA		N	
C2_10140W_A	CAWG_06085|orf19.1767|C2_10140W_B|C2_10140W|orf19.9336|IPF25557.1|IPF6149.2|Contig4-2062_0005|Contig4-2062_0006|orf6.2870|CA1392|CaO19.9336|CaO19.1767|IPF6149	ORF|Uncharacterized	CAL0000200116		2014-06-24	2016-01-21	NA	NA		N	UBP8
C2_10140W_B		ORF	CAL0000186889		2014-06-24	2016-01-21	NA	NA		N	
C2_10150W_A	CAWG_06086|orf19.1766|C2_10150W_B|C2_10150W|orf19.9335|IPF25563.1|IPF6146.2|Contig4-2031_0001|orf6.2871|CA1393|CaO19.9335|CaO19.1766|IFO3	ORF|Uncharacterized	CAL0000195287		2014-06-24	2016-01-21	NA	NA		N	
C2_10150W_B		ORF	CAL0000195489		2014-06-24	2016-01-21	NA	NA		N	
C2_10160W_A	CAWG_06087|orf19.1765|C2_10160W_B|C2_10160W|orf19.9334|IPF19560.1|IPF19561.2|Contig4-2450_0006|orf6.189|orf6.2872|CA1394|CaO19.1765|IFO2	ORF|Uncharacterized	CAL0000183164		2014-06-24	2016-01-21	NA	NA		N	
C2_10160W_B		ORF	CAL0000198497		2014-06-24	2016-01-21	NA	NA		N	
C2_10170C_A	CAWG_06088|orf19.1764|C2_10170C_B|C2_10170C|orf19.9333|IPF16551.2|IPF29314.1|Contig4-2450_0007|orf6.2873|orf6.4085|CA6192|CaO19.1764|IPF29314	ORF|Uncharacterized	CAL0000176334		2014-06-24	2016-01-21	NA	NA		N	
C2_10170C_B		ORF	CAL0000190713		2014-06-24	2016-01-21	NA	NA		N	
C2_10180W_A	CAWG_06089|orf19.1763|C2_10180W_B|C2_10180W|orf19.9332|IPF17558.3|IPF17956.2|orf6.4086|CA2258|FZD5|CaO19.1763|CA1395|IPF17558|IPF17558.2	ORF|Uncharacterized	CAL0000200922		2014-06-24	2016-01-21	NA	NA		N	
C2_10180W_B		ORF	CAL0000181637		2014-06-24	2016-01-21	NA	NA		N	
C2_10190C_A	CAWG_06090|orf19.1762|C2_10190C_B|C2_10190C|orf19.9331|IPF25568.1|IPF6845.2|Contig4-1964_0001|orf6.4087|CA2259|CaO19.1762|IPF6845	ORF|Verified	CAL0000196452		2014-06-24	2016-01-21	NA	NA		N	OCA1
C2_10190C_B		ORF	CAL0000191659		2014-06-24	2016-01-21	NA	NA		N	
C2_10200W_A	CAWG_06091|orf19.1761|C2_10200W_B|C2_10200W|orf19.9330|IPF25572.1|IPF6848.1|Contig4-1964_0004|orf6.4088|CA2260|OST2|CaO19.9330|CaO19.1761	ORF|Uncharacterized	CAL0000184889		2014-06-24	2016-01-21	NA	NA		N	OST2
C2_10200W_B		ORF	CAL0000198543		2014-06-24	2016-01-21	NA	NA		N	
C2_10210C_A	CAWG_06092|orf19.1760|C2_10210C_B|C2_10210C|orf19.9329|IPF25567.1|IPF6849.2|Contig4-1964_0005|orf6.4089|CA2261|CaO19.9329|CaO19.1760	ORF|Verified	CAL0000184093		2014-06-24	2016-01-21	NA	NA		N	RAS1
C2_10210C_B		ORF	CAL0000191571		2014-06-24	2016-01-21	NA	NA		N	
C2_10220C_A	CAWG_06093|orf19.1759|C2_10220C_B|C2_10220C|orf19.9328|IPF6854.2|IPF29313.1|Contig4-1958_0002|orf6.4090|orf6.925|CA0227|CaO19.1759	ORF|Verified	CAL0000188113		2014-06-24	2016-01-21	NA	NA		N	PHO23
C2_10220C_B		ORF	CAL0000178155		2014-06-24	2016-01-21	NA	NA		N	
C2_10230W_A	CAWG_06094|orf19.1757|C2_10230W_B|C2_10230W|orf19.9326|IPF25560.1|IPF6857.1|Contig4-2851_0019|orf6.4092|CA2262|CaO19.9326|CaO19.1757|IPF6857	ORF|Uncharacterized	CAL0000196344		2014-06-24	2016-01-21	NA	NA		N	MET32
C2_10230W_B		ORF	CAL0000183516		2014-06-24	2016-01-21	NA	NA		N	
C2_10240W_A	CAWG_06095|orf19.1756|C2_10240W_B|C2_10240W|orf19.9325|IPF25561.1|IPF6860.1|Contig4-2851_0007|orf6.4093|CA2263|CaO19.1756|CaO19.9325	ORF|Verified	CAL0000200026		2014-06-24	2016-01-21	NA	NA		N	GPD1
C2_10240W_B		ORF	CAL0000191161		2014-06-24	2016-01-21	NA	NA		N	
C2_10250C_A	CAWG_06096|orf19.1755|C2_10250C_B|C2_10250C|orf19.9324|IPF25548.1|IPF6862.2|Contig4-2851_0005|Contig4-2851_0006|orf6.4094|CA2264|CaO19.1755|CaO19.9324	ORF|Uncharacterized	CAL0000174178		2014-06-24	2016-01-21	NA	NA		N	SET2
C2_10250C_B		ORF	CAL0000192382		2014-06-24	2016-01-21	NA	NA		N	
C2_10260C_A	CAWG_06097|orf19.1754|C2_10260C_B|C2_10260C|orf19.9323|IPF16060.2|IPF6866.1|Contig4-2851_0003|orf6.1077|orf6.4095|CA2265|CaO19.1754	ORF|Verified	CAL0000178532		2014-06-24	2016-01-21	NA	NA		N	CMK2
C2_10260C_B		ORF	CAL0000194153		2014-06-24	2016-01-21	NA	NA		N	
C2_10270W_A	CAWG_06098|orf19.1753|C2_10270W_B|C2_10270W|orf19.9322|IPF16061.2|IPF6867.2|Contig4-2851_0001|orf6.1078|orf6.4096|CA0294|CaO19.1753|IPF16061	ORF|Uncharacterized	CAL0000177714		2014-06-24	2016-01-21	NA	NA		N	PUS7
C2_10270W_B		ORF	CAL0000196204		2014-06-24	2016-01-21	NA	NA		N	
C2_10280C_A	orf19.1751|C2_10280C_B|C2_10280C|orf19.9320|IPF25551.1|IPF10741.2|orf6.1080|orf6.1828|CA0726|MGA2|CaO19.1751|IPF10741	ORF|Verified	CAL0000198959		2014-06-24	2016-01-21	NA	NA		N	SPT23
C2_10280C_B		ORF	CAL0000182760		2014-06-24	2016-01-21	NA	NA		N	
C2_10290W_A	orf19.1750|C2_10290W_B|C2_10290W|orf19.9319|IPF25570.1|IPF10745.2|Contig4-2591_0005|Contig4-2591_0006|orf6.1827|CaO19.9319|CaO19.1750|CNL1	ORF|Verified	CAL0000199454		2014-06-24	2016-01-21	NA	NA	2011-10-06	Y	
C2_10290W_B		ORF	CAL0000184257		2014-06-24	2016-01-21	NA	NA		N	
C2_10300C_A	CAWG_06101|orf19.1748|C2_10300C_B|C2_10300C|orf19.9316|IPF19639.1|IPF19640.2|Contig4-2591_0004|orf6.1825|orf6.2021|CA0853|CaO19.1748|IPF19640	ORF|Uncharacterized	CAL0000200338		2014-06-24	2016-01-21	NA	NA		N	
C2_10300C_B		ORF	CAL0000187697		2014-06-24	2016-01-21	NA	NA		N	
